"FIPS"	"NAME"	"ID"	"STATE"	"VERSION"	"START_DATE"	"END_DATE"	"CREATION_OR_CHANGE"	"CITATION"	"START_N"	"END_N"	"DATASET"
"17061"	"GREENE"	"ils_greene"	"IL"		04 03 1843 0:00:00		"Legislature authorized creation of BENTON (proposed) from GREENE, MACOUPIN, and MORGAN, dependent on local referendum that failed [no change]."	"(Ill. Laws 1842-1843, pp. 104-108)"	18430304		"IL_AtlasHCB"
	"BENTON (proposed)"	"ils_benton"	"IL"	"1"	04 03 1843 0:00:00	04 03 1843 0:00:00	"Legislature authorized creation of BENTON (proposed) from GREENE, MACOUPIN, and MORGAN, dependent on local referendum that failed. Other attempts to create counties in the same general area (ALLEN in 1841; OREGON in 1851) were also unsuccessful."	"(Ill. Laws 1842-1843, pp. 104-108)"	18430304	18430304	"IL_AtlasHCB"
"17117"	"MACOUPIN"	"ils_macoupin"	"IL"		04 03 1843 0:00:00		"Legislature authorized creation of BENTON (proposed) from MACOUPIN, GREENE, and MORGAN, dependent on local referendum that failed [no change]."	"(Ill. Laws 1842-1843, pp. 104-108)"	18430304		"IL_AtlasHCB"
"17123"	"MARSHALL"	"ils_marshall"	"IL"	"2"	12 04 1843 0:00:00	31 12 2000 0:00:00	"MARSHALL gained from LA SALLE."	"(Ill. Laws 1842-1843, pp. 93-94)"	18430412	20001231	"IL_AtlasHCB"
"17099"	"LA SALLE"	"ils_lasalle"	"IL"	"5"	12 04 1843 0:00:00	31 12 2000 0:00:00	"LA SALLE lost to MARSHALL."	"(Ill. Laws 1842-1843, pp. 93-94)"	18430412	20001231	"IL_AtlasHCB"
"17029"	"COLES"	"ils_coles"	"IL"	"2"	01 05 1843 0:00:00	20 03 1859 0:00:00	"COLES lost to creation of CUMBERLAND."	"(Ill. Laws 1842-1843, pp. 94-98)"	18430501	18590320	"IL_AtlasHCB"
"17035"	"CUMBERLAND"	"ils_cumberland"	"IL"	"1"	01 05 1843 0:00:00	31 12 2000 0:00:00	"CUMBERLAND created from COLES."	"(Ill. Laws 1842-1843, pp. 94-98)"	18430501	20001231	"IL_AtlasHCB"
"17201"	"WINNEBAGO"	"ils_winnebago"	"IL"	"3"	22 05 1843 0:00:00	31 12 2000 0:00:00	"WINNEBAGO lost to BOONE."	"(Ill. Laws 1842-1843, p. 92)"	18430522	20001231	"IL_AtlasHCB"
"17007"	"BOONE"	"ils_boone"	"IL"	"2"	22 05 1843 0:00:00	31 12 2000 0:00:00	"BOONE gained from WINNEBAGO."	"(Ill. Laws 1842-1843, p. 92)"	18430522	20001231	"IL_AtlasHCB"
"17153"	"PULASKI"	"ils_pulaski"	"IL"	"1"	05 06 1843 0:00:00	31 12 2000 0:00:00	"PULASKI created from ALEXANDER and MASSAC."	"(Ill. Laws 1842-1843, pp. 99-101)"	18430605	20001231	"IL_AtlasHCB"
"17127"	"MASSAC"	"ils_massac"	"IL"	"3"	05 06 1843 0:00:00	31 12 2000 0:00:00	"MASSAC lost to creation of PULASKI."	"(Ill. Laws 1842-1843, pp. 99-101)"	18430605	20001231	"IL_AtlasHCB"
"17003"	"ALEXANDER"	"ils_alexander"	"IL"	"2"	05 06 1843 0:00:00	31 12 2000 0:00:00	"ALEXANDER lost to creation of PULASKI."	"(Ill. Laws 1842-1843, pp. 99-101)"	18430605	20001231	"IL_AtlasHCB"
"17049"	"EFFINGHAM"	"ils_effingham"	"IL"		26 02 1845 0:00:00		"Legislature authorized EFFINGHAM to gain from SHELBY the northern half of township 9 north, ranges 4 to 6 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1844-1845, p. 164)"	18450226		"IL_AtlasHCB"
"17173"	"SHELBY"	"ils_shelby"	"IL"		26 02 1845 0:00:00		"Legislature authorized EFFINGHAM to gain from SHELBY the northern half of township 9 north, ranges 4 to 6 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1844-1845, p. 164)"	18450226		"IL_AtlasHCB"
"17107"	"LOGAN"	"ils_logan"	"IL"	"3"	26 02 1845 0:00:00	31 12 2000 0:00:00	"LOGAN gained from DE WITT."	"(Ill. Laws 1844-1845, p. 189)"	18450226	20001231	"IL_AtlasHCB"
"17039"	"DE WITT"	"ils_dewitt"	"IL"	"3"	26 02 1845 0:00:00	31 12 2000 0:00:00	"DE WITT lost to LOGAN."	"(Ill. Laws 1844-1845, p. 189)"	18450226	20001231	"IL_AtlasHCB"
"17143"	"PEORIA"	"ils_peoria"	"IL"	"2"	28 02 1845 0:00:00	31 12 2000 0:00:00	"PEORIA gained part of Non-County Area 5 (""the gore""); Non-County Area 5 eliminated."	"(Ill. Laws 1844-1845, p. 267)"	18450228	20001231	"IL_AtlasHCB"
"17057"	"FULTON"	"ils_fulton"	"IL"	"3"	28 02 1845 0:00:00	31 12 2000 0:00:00	"FULTON gained part of Non-County Area 5 (""the gore""); Non-County Area 5 eliminated."	"(Ill. Laws 1844-1845, p. 267)"	18450228	20001231	"IL_AtlasHCB"
"17137"	"MORGAN"	"ils_morgan"	"IL"	"4"	05 05 1845 0:00:00	31 12 2000 0:00:00	"MORGAN lost to CASS."	"(Ill. Laws 1844-1845, pp. 313-315)"	18450505	20001231	"IL_AtlasHCB"
"17017"	"CASS"	"ils_cass"	"IL"	"2"	05 05 1845 0:00:00	31 12 2000 0:00:00	"CASS gained from MORGAN."	"(Ill. Laws 1844-1845, pp. 313-315)"	18450505	20001231	"IL_AtlasHCB"
"17069"	"HARDIN"	"ils_hardin"	"IL"	"3"	20 02 1847 0:00:00	31 12 2000 0:00:00	"HARDIN gained from GALLATIN."	"(Ill. Laws 1846-1847, priv. and spec., pp. 30-31)"	18470220	20001231	"IL_AtlasHCB"
"17059"	"GALLATIN"	"ils_gallatin"	"IL"	"8"	20 02 1847 0:00:00	01 08 1847 0:00:00	"GALLATIN lost to HARDIN."	"(Ill. Laws 1846-1847, priv. and spec., pp. 30-31)"	18470220	18470801	"IL_AtlasHCB"
	"HIGHLAND (extinct)"	"ils_highland"	"IL"	"2"	27 02 1847 0:00:00	30 12 1848 0:00:00	"MARQUETTE renamed HIGHLAND (extinct); HIGHLAND (extinct) gained from ADAMS."	"(Ill. Laws 1846-1847, gen., pp. 38-41)"	18470227	18481230	"IL_AtlasHCB"
"17001"	"ADAMS"	"ils_adams"	"IL"	"3"	27 02 1847 0:00:00	30 12 1848 0:00:00	"ADAMS lost to HIGHLAND (extinct)."	"(Ill. Laws 1846-1847, gen., pp. 38-41)"	18470227	18481230	"IL_AtlasHCB"
"17167"	"SANGAMON"	"ils_sangamon"	"IL"	"7"	28 02 1847 0:00:00	31 12 2000 0:00:00	"SANGAMON lost to MENARD."	"(Ill. Laws 1846-1847, priv. and spec., p. 39)"	18470228	20001231	"IL_AtlasHCB"
"17129"	"MENARD"	"ils_menard"	"IL"	"4"	28 02 1847 0:00:00	31 12 2000 0:00:00	"MENARD gained from SANGAMON."	"(Ill. Laws 1846-1847, priv. and spec., p. 39)"	18470228	20001231	"IL_AtlasHCB"
"17165"	"SALINE"	"ils_saline"	"IL"	"1"	02 08 1847 0:00:00	27 04 1851 0:00:00	"SALINE created from GALLATIN by local referendum."	"(Ill. Laws 1846-1847, priv. and spec., pp. 34-37)"	18470802	18510427	"IL_AtlasHCB"
"17059"	"GALLATIN"	"ils_gallatin"	"IL"	"9"	02 08 1847 0:00:00	27 04 1851 0:00:00	"GALLATIN lost to creation of SALINE by local referendum."	"(Ill. Laws 1846-1847, priv. and spec., pp. 34-37)"	18470802	18510427	"IL_AtlasHCB"
	"HIGHLAND (extinct)"	"ils_highland"	"IL"		31 12 1848 0:00:00		"By 31 December 1848, HIGHLAND (extinct) lost all territory to ADAMS when it failed to organize as a county; HIGHLAND eliminated."	"(Wilcox, David F., 1:119-120)"	18481231		"IL_AtlasHCB"
"17001"	"ADAMS"	"ils_adams"	"IL"	"4"	31 12 1848 0:00:00	31 12 2000 0:00:00	"By 31 December 1848, ADAMS gained all of HIGHLAND (extinct) when HIGHLAND failed to become fully organized as a county; HIGHLAND eliminated."	"(Wilcox, David F., 1:119-120)"	18481231	20001231	"IL_AtlasHCB"
"17131"	"MERCER"	"ils_mercer"	"IL"		08 02 1849 0:00:00		"Legislature authorized ROCK ISLAND to gain from MERCER township 15 north, ranges 1 and 2 west, dependent on local referendum that failed [no change]."	"(Ill. Laws 1849, 1st sess., gen., pp. 51-52)"	18490208		"IL_AtlasHCB"
"17161"	"ROCK ISLAND"	"ils_rockisland"	"IL"		08 02 1849 0:00:00		"Legislature authorized ROCK ISLAND to gain from MERCER township 15 north, ranges 1 and 2 west, dependent on local referendum that failed [no change]."	"(Ill. Laws 1849, 1st sess., gen., pp. 51-52)"	18490208		"IL_AtlasHCB"
"17175"	"STARK"	"ils_stark"	"IL"		12 02 1849 0:00:00		"Legislature authorized STARK to gain from HENRY either all of township 14 north, range 5 east, or just the southern half thereof, dependent on local referendum that failed [no change]."	"(Ill. Laws 1849, 1st sess., gen., pp. 55-56)"	18490212		"IL_AtlasHCB"
"17073"	"HENRY"	"ils_henry"	"IL"		12 02 1849 0:00:00		"Legislature authorized STARK to gain from HENRY a) all of township 14 north, range 5 east, or, b) just the southern half thereof, dependent on local referendum that failed [no change]."	"(Ill. Laws 1849, 1st sess., gen., pp. 55-56)"	18490212		"IL_AtlasHCB"
"17197"	"WILL"	"ils_will"	"IL"		11 02 1851 0:00:00		"Legislature authorized creation of KANKAKEE from WILL and IROQUOIS, dependent on local referendum that failed [see 5 April 1853]."	"(Ill. Laws 1851, gen., pp. 30-35)"	18510211		"IL_AtlasHCB"
	"KANKAKEE (proposed)"	"ils_kankakee01"	"IL"	"1"	11 02 1851 0:00:00	11 02 1851 0:00:00	"Legislature authorized creation of KANKAKEE (proposed) from IROQUOIS and WILL, dependent on local referendum that failed; second attempt to create KANKAKEE on 5 April 1853, with slightly different boundaries, was successful."	"(Ill. Laws 1851, gen., pp. 30-35)"	18510211	18510211	"IL_AtlasHCB"
"17075"	"IROQUOIS"	"ils_iroquois"	"IL"		11 02 1851 0:00:00		"Legislature authorized creation of KANKAKEE from IROQUOIS and WILL, dependent on local referendum that failed [see 5 April 1853]."	"(Ill. Laws 1851, gen., pp. 30-35)"	18510211		"IL_AtlasHCB"
"17167"	"SANGAMON"	"ils_sangamon"	"IL"		15 02 1851 0:00:00		"Legislature authorized creation of OREGON (proposed) from SANGAMON, MACOUPIN, and MORGAN, dependent on local referendum that failed [no change]."	"(Ill. Laws 1851, gen., pp. 131-134)"	18510215		"IL_AtlasHCB"
"17137"	"MORGAN"	"ils_morgan"	"IL"		15 02 1851 0:00:00		"Legislature authorized creation of OREGON (proposed) from MORGAN, MACOUPIN, and SANGAMON, dependent on local referendum that failed [no change]."	"(Ill. Laws 1851, gen., pp. 131-134)"	18510215		"IL_AtlasHCB"
"17117"	"MACOUPIN"	"ils_macoupin"	"IL"		15 02 1851 0:00:00		"Legislature authorized creation of OREGON (proposed) from MACOUPIN, MORGAN, and SANGAMON, dependent on local referendum that failed [no change]."	"(Ill. Laws 1851, gen., pp. 131-134)"	18510215		"IL_AtlasHCB"
	"OREGON (proposed)"	"ils_oregon"	"IL"	"1"	15 02 1851 0:00:00	15 02 1851 0:00:00	"Legislature authorized creation of OREGON (proposed) from MACOUPIN, MORGAN, and SANGAMON, dependent on local referendum that failed. Previous attempts to create counties in the same general area (ALLEN in 1841 and BENTON in 1843) were also unsuccessful."	"(Ill. Laws 1851, gen., pp. 131-134)"	18510215	18510215	"IL_AtlasHCB"
"17099"	"LA SALLE"	"ils_lasalle"	"IL"		15 02 1851 0:00:00		"Legislature authorized PUTNAM to gain from LA SALLE townships 31 and 32 north, range 1 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1851, gen., pp. 111-112)"	18510215		"IL_AtlasHCB"
"17155"	"PUTNAM"	"ils_putnam"	"IL"		15 02 1851 0:00:00		"Legislature authorized PUTNAM to gain from LA SALLE townships 31 and 32 north, range 1 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1851, gen., pp. 111-112)"	18510215		"IL_AtlasHCB"
"17021"	"CHRISTIAN"	"ils_christian"	"IL"		15 02 1851 0:00:00		"Legislature authorized SHELBY to gain from CHRISTIAN township 11 north, range 1 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1851, gen., pp. 118-119)"	18510215		"IL_AtlasHCB"
"17173"	"SHELBY"	"ils_shelby"	"IL"		15 02 1851 0:00:00		"Legislature authorized SHELBY to gain from CHRISTIAN township 11 north, range 1 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1851, gen., pp. 118-119)"	18510215		"IL_AtlasHCB"
"17061"	"GREENE"	"ils_greene"	"IL"	"3"	03 03 1851 0:00:00	31 12 2000 0:00:00	"GREENE exchanged with JERSEY."	"(Ill. Laws 1851, gen., pp. 145-146)"	18510303	20001231	"IL_AtlasHCB"
"17083"	"JERSEY"	"ils_jersey"	"IL"	"2"	03 03 1851 0:00:00	31 12 2000 0:00:00	"JERSEY exchanged with GREENE."	"(Ill. Laws 1851, gen., pp. 145-146)"	18510303	20001231	"IL_AtlasHCB"
"17165"	"SALINE"	"ils_saline"	"IL"		28 04 1851 0:00:00		"SALINE was abolished by the state legislature; SALINE lost all territory to GALLATIN."	"(History of Gallatin, Saline, 66-67; Ill. Laws 1851, gen., pp. 28-29)"	18510428		"IL_AtlasHCB"
"17059"	"GALLATIN"	"ils_gallatin"	"IL"	"10"	28 04 1851 0:00:00	01 08 1852 0:00:00	"GALLATIN gained all of SALINE when SALINE was abolished by the state legislature."	"(History of Gallatin, Saline, 66-67; Ill. Laws 1851, gen., pp. 28-29)"	18510428	18520801	"IL_AtlasHCB"
"17165"	"SALINE"	"ils_saline"	"IL"	"2"	02 08 1852 0:00:00	06 11 1854 0:00:00	"SALINE re-created from GALLATIN by local referendum."	"(History of Gallatin, Saline, 66-67; Ill. Laws 1852, pp. 106-108; Ill. Rpts., 12:391-397)"	18520802	18541106	"IL_AtlasHCB"
"17059"	"GALLATIN"	"ils_gallatin"	"IL"	"11"	02 08 1852 0:00:00	06 11 1854 0:00:00	"GALLATIN lost to re-creation of SALINE by local referendum."	"(History of Gallatin, Saline, 66-67; Ill. Laws 1852, pp. 106-108; Ill. Reports, 12:391-397)"	18520802	18541106	"IL_AtlasHCB"
"17197"	"WILL"	"ils_will"	"IL"	"2"	05 04 1853 0:00:00	31 12 2000 0:00:00	"WILL lost to creation of KANKAKEE."	"(Ill. Laws 1853, gen., pp. 159-163)"	18530405	20001231	"IL_AtlasHCB"
"17091"	"KANKAKEE"	"ils_kankakee"	"IL"	"1"	05 04 1853 0:00:00	03 06 1855 0:00:00	"KANKAKEE created from IROQUOIS and WILL. Boundaries were somewhat different from KANKAKEE (proposed) authorized on 11 February 1851."	"(Ill. Laws 1853, gen., pp. 159-163)"	18530405	18550603	"IL_AtlasHCB"
"17075"	"IROQUOIS"	"ils_iroquois"	"IL"	"3"	05 04 1853 0:00:00	31 12 2000 0:00:00	"IROQUOIS lost to creation of KANKAKEE."	"(Ill. Laws 1853, gen., pp. 159-163)"	18530405	20001231	"IL_AtlasHCB"
"17195"	"WHITESIDE"	"ils_whiteside"	"IL"	"2"	04 03 1854 0:00:00	28 03 1869 0:00:00	"WHITESIDE exchanged with ROCK ISLAND."	"(Ill. Laws 1853, priv., p. 462; Ill. Laws 1854, priv., pp. 161-162)"	18540304	18690328	"IL_AtlasHCB"
"17161"	"ROCK ISLAND"	"ils_rockisland"	"IL"	"2"	04 03 1854 0:00:00	28 03 1869 0:00:00	"ROCK ISLAND exchanged with WHITESIDE."	"(Ill. Laws 1853, priv., p. 462; Ill. Laws 1854, priv., pp. 161-162)"	18540304	18690328	"IL_AtlasHCB"
"17165"	"SALINE"	"ils_saline"	"IL"	"3"	07 11 1854 0:00:00	31 12 2000 0:00:00	"SALINE lost to HAMILTON."	"(History of Gallatin, Saline, 42-43; Ill. Laws 1853, gen., pp. 265-266; Ill. Laws 1854, priv., pp. 143-144)"	18541107	20001231	"IL_AtlasHCB"
"17193"	"WHITE"	"ils_white"	"IL"	"5"	07 11 1854 0:00:00	31 12 2000 0:00:00	"WHITE gained from GALLATIN."	"(History of Gallatin, Saline, 42-43; Ill. Laws 1853, gen., pp. 265-266; Ill. Laws 1854, priv., pp. 143-144)"	18541107	20001231	"IL_AtlasHCB"
"17065"	"HAMILTON"	"ils_hamilton"	"IL"	"2"	07 11 1854 0:00:00	31 12 2000 0:00:00	"HAMILTON gained from SALINE."	"(History of Gallatin, Saline, 42-43; Ill. Laws 1853, gen., pp. 265-266; Ill. Laws 1854, priv., pp. 143-144)"	18541107	20001231	"IL_AtlasHCB"
"17059"	"GALLATIN"	"ils_gallatin"	"IL"	"12"	07 11 1854 0:00:00	31 12 2000 0:00:00	"GALLATIN lost to WHITE."	"(History of Gallatin, Saline, 42-43; Ill. Laws 1853, gen., pp. 265-266; Ill. Laws 1854, priv., pp. 143-144)"	18541107	20001231	"IL_AtlasHCB"
"17019"	"CHAMPAIGN"	"ils_champaign"	"IL"		14 02 1855 0:00:00		"Legislature authorized creation of HARRISON (proposed) from CHAMPAIGN, McLEAN, and Non-County Area 4 attached to VERMILION, dependent on local referendum that failed [no change]."	"(Ill. Laws 1855, pub., pp. 113-117)"	18550214		"IL_AtlasHCB"
"17113"	"McLEAN"	"ils_mclean"	"IL"		14 02 1855 0:00:00		"Legislature authorized creation of HARRISON (proposed) from McLEAN, CHAMPAIGN, and Non-County Area 4 attached to VERMILION, dependent on local referendum that failed [no change]."	"(Ill. Laws 1855, pub., pp. 113-117)"	18550214		"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		14 02 1855 0:00:00		"Legislature authorized creation of HARRISON (proposed) from Non-County Area 4 attached to VERMILION, CHAMPAIGN, and McLEAN, dependent on local referendum that failed [no change]."	"(Ill. Laws 1855, pub., pp. 113-117)"	18550214		"IL_AtlasHCB"
	"HARRISON (proposed)"	"ils_harrison"	"IL"	"1"	14 02 1855 0:00:00	14 02 1855 0:00:00	"Legislature authorized creation of HARRISON (proposed) from CHAMPAIGN, McLEAN, and Non-County Area 4 attached to VERMILION, dependent upon local referendum that failed."	"(Ill. Laws 1855, pub., pp. 113-117)"	18550214	18550214	"IL_AtlasHCB"
"17091"	"KANKAKEE"	"ils_kankakee"	"IL"	"2"	04 06 1855 0:00:00	31 12 2000 0:00:00	"KANKAKEE gained from Non-County Area 4 attached to VERMILION."	"(Ill. Laws 1855, priv., pp. 662-663)"	18550604	20001231	"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		04 06 1855 0:00:00		"VERMILION lost part of attached Non-County Area 4 to KANKAKEE."	"(Ill. Laws 1855, priv., pp. 662-663)"	18550604		"IL_AtlasHCB"
	"HOLMES (proposed)"	"ils_holmes"	"IL"	"1"	31 01 1857 0:00:00	31 01 1857 0:00:00	"Legislature authorized creation of HOLMES (proposed) from CHAMPAIGN, VERMILION, and Non-County Area 4 attached to VERMILION, dependent on local referendum that failed. HOLMES was in the same general area as FORD, which was created 5 April 1859."	"(Ill. Laws 1857, pub., pp. 93-98)"	18570131	18570131	"IL_AtlasHCB"
"17019"	"CHAMPAIGN"	"ils_champaign"	"IL"		31 01 1857 0:00:00		"Legislature authorized creation of HOLMES (proposed) from CHAMPAIGN, VERMILION, and Non-County Area 4 attached to VERMILION, dependent on local referendum that failed [no change]."	"(Ill. Laws 1857, pub., pp. 93-98)"	18570131		"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		31 01 1857 0:00:00		"Legislature authorized creation of HOLMES (proposed) from CHAMPAIGN, VERMILION, and Non-County Area 4 attached to VERMILION, dependent on local referendum that failed [no change]."	"(Ill. Laws 1857, pub., pp. 93-98)"	18570131		"IL_AtlasHCB"
"17019"	"CHAMPAIGN"	"ils_champaign"	"IL"		13 02 1857 0:00:00		"Legislature authorized creation of DOUGLAS (proposed) from CHAMPAIGN and COLES, dependent on local referendum that failed [no change]."	"(Ill. Laws 1857, pub., pp. 71-74)"	18570213		"IL_AtlasHCB"
"17029"	"COLES"	"ils_coles"	"IL"		13 02 1857 0:00:00		"Legislature authorized creation of DOUGLAS (proposed) from COLES and CHAMPAIGN, dependent on local referendum that failed [no change]."	"(Ill. Laws 1857, pub., pp. 71-74)"	18570213		"IL_AtlasHCB"
	"DOUGLAS (proposed)"	"ils_douglas01"	"IL"	"1"	13 02 1857 0:00:00	13 02 1857 0:00:00	"Legislature authorized creation of DOUGLAS (proposed) from CHAMPAIGN and COLES, dependent on local referendum that failed. DOUGLAS was created, with slightly different boundaries, on 21 March 1859."	"(Ill. Laws 1857, pub., pp. 71-74)"	18570213	18570213	"IL_AtlasHCB"
"17029"	"COLES"	"ils_coles"	"IL"	"3"	21 03 1859 0:00:00	31 12 2000 0:00:00	"COLES lost to creation of DOUGLAS."	"(Ill. Laws 1859, pub., pp. 24-29)"	18590321	20001231	"IL_AtlasHCB"
"17041"	"DOUGLAS"	"ils_douglas"	"IL"	"1"	21 03 1859 0:00:00	31 12 2000 0:00:00	"DOUGLAS created from COLES. An earlier attempt on 13 February 1857 to create DOUGLAS, with slightly different boundaries, failed [see DOUGLAS (proposed)] ."	"(Ill. Laws 1859, pub., pp. 24-29)"	18590321	20001231	"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		05 04 1859 0:00:00		"VERMILION lost all of attached Non-County Area 4 to creation of FORD; Non-County Area 4 eliminated."	"(Ill. Laws 1859, pub., pp. 29-33)"	18590405		"IL_AtlasHCB"
"17053"	"FORD"	"ils_ford"	"IL"	"1"	05 04 1859 0:00:00	31 12 2000 0:00:00	"FORD created from all of Non-County Area 4 attached to VERMILION; Non-County Area 4 eliminated. An earlier attempt to create HOLMES (proposed), on 31 January 1857 in the same general area, was unsuccessful."	"(Ill. Laws 1859, pub., pp. 29-33)"	18590405	20001231	"IL_AtlasHCB"
"17191"	"WAYNE"	"ils_wayne"	"IL"		21 02 1863 0:00:00		"Legislature authorized CLAY to gain from WAYNE the southern half of township 2 north, ranges 5 to 8 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1863, pub., pp. 84-85)"	18630221		"IL_AtlasHCB"
"17025"	"CLAY"	"ils_clay"	"IL"		21 02 1863 0:00:00		"Legislature authorized CLAY to gain from WAYNE the southern half of township 2 north, ranges 5 to 8 east, dependent on local referendum that failed [no change]."	"(Ill. Laws 1863, pub., pp. 84-85)"	18630221		"IL_AtlasHCB"
"17091"	"KANKAKEE"	"ils_kankakee"	"IL"		08 03 1867 0:00:00		"Legislature authorized KANKAKEE to gain from IROQUOIS the remainder of township 29 north all along its southern boundary, dependent on local referendum that failed [no change]."	"(Ill. Laws 1867, priv., 3:632-634)"	18670308		"IL_AtlasHCB"
"17075"	"IROQUOIS"	"ils_iroquois"	"IL"		08 03 1867 0:00:00		"Legislature authorized KANKAKEE to gain from IROQUOIS the remainder of township 29 north all along its southern boundary, dependent on local referendum that failed [no change]."	"(Ill. Laws 1867, priv., 3:632-634)"	18670308		"IL_AtlasHCB"
"17019"	"CHAMPAIGN"	"ils_champaign"	"IL"		09 07 1867 0:00:00		"Legislature authorized creation of LINCOLN (proposed) from CHAMPAIGN and VERMILION, dependent on local referendum that failed [no change]."	"(Ill. Laws 1867, priv., 1:868-873)"	18670709		"IL_AtlasHCB"
	"LINCOLN (proposed)"	"ils_lincoln"	"IL"	"1"	09 07 1867 0:00:00	09 07 1867 0:00:00	"Legislature authorized creation of LINCOLN (proposed) from CHAMPAIGN and VERMILION, dependent on local referendum that failed."	"(Ill. Laws 1867, priv., 1:868-873)"	18670709	18670709	"IL_AtlasHCB"
"17183"	"VERMILION"	"ils_vermilion"	"IL"		09 07 1867 0:00:00		"Legislature authorized creation of LINCOLN (proposed) from VERMILION and CHAMPAIGN, dependent on local referendum that failed [no change]."	"(Ill. Laws 1867, priv., 1:868-873)"	18670709		"IL_AtlasHCB"
"17195"	"WHITESIDE"	"ils_whiteside"	"IL"	"3"	29 03 1869 0:00:00	31 12 2000 0:00:00	"WHITESIDE exchanged with ROCK ISLAND (repealed act of 4 March 1854)."	"(Ill. Laws 1869, pub., pp. 94-95, 161)"	18690329	20001231	"IL_AtlasHCB"
"17161"	"ROCK ISLAND"	"ils_rockisland"	"IL"	"3"	29 03 1869 0:00:00	31 12 2000 0:00:00	"ROCK ISLAND exchanged with WHITESIDE (repealed act of 4 March 1854)."	"(Ill. Laws 1869, pub., pp. 94-95, 161)"	18690329	20001231	"IL_AtlasHCB"
	"Non-County Area 8"	"ils_nca8"	"IL"		19 01 1839 0:00:00		"Non-County Area 8 (remnant of JO DAVIESS and non-county area previously attached to LA SALLE) lost all territory to BUREAU; Non-County Area 8 eliminated."	"(Ill. Laws 1838-1839, pp. 43-45)"	18390119		"IL_AtlasHCB"
	"Non-County Area 4"	"ils_nca4"	"IL"	"1"	03 01 1823 0:00:00	12 01 1825 0:00:00	"Non-County Area 4 created from CLARK and part of Non-County Area 3 attached to PIKE; Non-County Area 4 attached to EDGAR for administrative and judicial purposes."	"(History of Edgar, 514-515; Ill. Laws 1822-1823, pp. 74-75)"	18230103	18250112	"IL_AtlasHCB"
	"Non-County Area 3"	"ils_nca3"	"IL"	"2"	03 01 1823 0:00:00	27 01 1823 0:00:00	"Non-County Area 3 attached to PIKE lost to creation of Non-County Area 4."	"(History of Edgar, 514-515; Ill. Laws 1822-1823, pp. 74-75)"	18230103	18230127	"IL_AtlasHCB"
	"Non-County Area 3"	"ils_nca3"	"IL"	"3"	28 01 1823 0:00:00	12 01 1825 0:00:00	"Non-County Area 3 attached to PIKE lost to creation of FULTON and to creation of Non-County Area 5."	"(Ill. Laws 1822-1823, pp. 88-89)"	18230128	18250112	"IL_AtlasHCB"
	"Non-County Area 5"	"ils_nca5"	"IL"	"2"	13 01 1825 0:00:00	27 02 1845 0:00:00	"Non-County Area 5 attached to FULTON lost to creation of HENRY, KNOX, PEORIA, and PUTNAM. A tiny remnant of Non-County Area 5 was unintentionally left as a gore between FULTON and PEORIA until 28 February 1845."	"(Ill. Laws 1824-1825, pp. 85-87, 92-96)"	18250113	18450227	"IL_AtlasHCB"
	"Non-County Area 4"	"ils_nca4"	"IL"	"6"	26 02 1833 0:00:00	11 01 1836 0:00:00	"Non-County Area 4 attached to VERMILION lost to VERMILION and lost to creation of IROQUOIS."	"(Ill. Laws 1832-1833, priv., pp. 19-20)"	18330226	18360111	"IL_AtlasHCB"
	"Non-County Area 1"	"ils_nca1"	"IL"	"1"	02 01 1818 0:00:00	03 03 1819 0:00:00	"Non-County Area 1 created from JOHNSON; attached to UNION for administrative and judicial purposes."	"(Ill. Terr. Laws, 292-294)"	18180102	18190303	"IL_AtlasHCB"
	"Non-County Area 4"	"ils_nca4"	"IL"	"9"	04 06 1855 0:00:00	04 04 1859 0:00:00	"Non-County Area 4 attached to VERMILION lost to KANKAKEE."	"(Ill. Laws 1855, priv., pp. 662-663)"	18550604	18590404	"IL_AtlasHCB"
	"Non-County Area 8"	"ils_nca8"	"IL"	"2"	16 01 1836 0:00:00	18 01 1839 0:00:00	"Non-County Area 8 gained small area from JO DAVIESS; lost to creation of KANE, McHENRY, OGLE, and WINNEBAGO. Non-County Area 8 effectively detached from LA SALLE."	"(Ill. Laws 1835-1836, pp. 273-278)"	18360116	18390118	"IL_AtlasHCB"
"17103"	"LEE"	"ils_lee"	"IL"	"1"	27 02 1839 0:00:00	31 12 2000 0:00:00	"LEE created from OGLE."	"(Ill. Laws 1838-1839, pp. 170-172)"	18390227	20001231	"IL_AtlasHCB"
